转债编码,名称,正股代码,正股名称,转债价格,溢价率,信用,续存期,税前收益率,营收(亿元),应收同比(%),净利润(亿元),净利润同比(%),利润率(%),利润率同比(%),ROE(%),ROE同比(%),负债率,负债率同比(%),报告期,PB,股票市值(亿元),转股余额(亿元),余额/股本(%),双低值
118000,嘉元转债,688388,嘉元科技,115.19,25.8,AA-,0.02,0.85,7.89,-32.76,1.17,-56.57,14.77,-35.42,4.59,-80.11,12.08,232.09,2020-09-30,6.57,167.0,12.4,6.8,140.99
123100,朗科转债,300543,朗科智能,102.611,10.2,AA-,0.02,2.37,10.72,6.2,0.87,14.75,8.11,7.99,10.84,0.18,42.32,17.46,2020-09-30,3.59,29.0,3.8,12.0,112.81
123099,普利转债,300630,普利制药,115.2,26.3,AA-,0.04,1.21,7.82,28.51,2.85,38.3,36.44,7.62,25.5,20.11,29.67,14.28,2020-09-30,9.41,184.0,8.5,4.2,141.5
123098,一品转债,300723,一品红,142.2,24.5,AA-,0.08,-2.35,11.94,0.25,1.97,17.19,16.46,16.9,14.04,13.68,29.91,43.82,2020-09-30,5.75,84.0,4.8,6.5,166.7
123097,美力转债,300611,美力科技,104.3,6.2,A+,0.07,2.72,4.33,7.52,0.31,33.46,7.25,24.14,4.96,41.31,41.94,5.89,2020-09-30,2.55,16.0,3.0,17.9,110.5
123096,思创转债,300078,思创医惠,106.31,8.1,AA-,0.06,2.72,10.28,-3.73,0.77,-36.5,7.49,-34.07,2.63,-51.21,34.28,-0.51,2020-09-30,2.32,71.0,8.17,11.4,114.41
113621,彤程转债,603650,彤程新材,117.26,10.7,AA,0.08,-0.32,15.0,-8.44,3.29,0.29,21.95,9.53,14.1,2.69,41.64,12.27,2020-09-30,8.68,205.0,8.0,4.1,127.96
113042,上银转债,601229,上海银行,101.21,28.0,AAA,0.11,3.18,375.36,-0.91,150.52,-7.99,40.1,-7.15,9.2475,-16.35,92.33,0.3,2020-09-30,0.74,"1,239",200.0,12.8,129.21
113619,世运转债,603920,世运电路,101.26,62.3,AA,0.09,2.28,18.14,2.69,2.15,-0.97,11.87,-3.57,8.18,-9.31,31.85,23.67,2020-09-30,2.6,68.0,10.0,9.2,163.56
123093,金陵转债,300651,金陵体育,110.45,24.2,A+,0.09,2.82,3.0,-2.99,0.3,8.43,9.83,11.83,4.36,-19.26,28.73,-1.79,2020-09-30,8.23,56.0,2.5,3.9,134.65
113618,美诺转债,603538,美诺华,109.04,28.6,AA-,0.13,0.98,9.48,11.37,1.41,10.21,14.87,-1.06,9.82,-4.1,38.62,-4.24,2020-09-30,3.12,48.0,5.2,9.3,137.64
128143,锋龙转债,002931,锋龙股份,99.037,18.6,A+,0.15,3.7,3.8,29.37,0.53,17.41,14.06,-9.23,9.57,9.12,23.78,-4.28,2020-09-30,3.71,21.0,2.45,9.6,117.64
127028,英特转债,000411,英特集团,94.004,43.9,AA+,0.04,3.31,184.95,0.99,1.15,-6.66,0.62,-7.46,7.33,-34.9,72.66,-3.41,2020-09-30,1.99,32.0,6.0,12.1,137.9
113616,韦尔转债,603501,韦尔股份,141.72,24.5,AA+,0.16,-3.68,139.69,48.51,17.27,1177.75,12.36,758.33,16.93,611.34,51.43,-5.85,2020-09-30,21.71,"2,200",24.4,1.3,166.22
123092,天壕转债,300332,天壕环境,112.79,11.9,A+,0.18,1.34,10.56,-8.93,0.35,-26.4,3.32,-19.22,1.02,-25.55,55.3,-0.75,2020-09-30,1.34,46.0,4.23,9.2,124.69
113615,金诚转债,603979,金诚信,125.78,2.3,AA,0.19,-1.23,27.7,15.55,2.76,18.48,9.96,2.57,6.27,11.57,33.24,-9.53,2020-09-30,2.04,91.0,10.0,13.5,128.08
123091,长海转债,300196,长海股份,127.89,25.0,AA,0.18,-1.68,14.77,-11.3,1.96,-16.39,13.28,-5.75,7.18,-26.66,13.99,-10.45,2020-09-30,2.43,68.0,5.5,8.3,152.89
123089,九洲转2,300040,九洲集团,104.3,7.1,AA-,0.2,2.67,8.27,102.21,0.56,32.76,6.8,-34.3,2.74,24.55,63.83,21.57,2020-09-30,1.35,30.0,5.0,16.4,111.4
123090,三诺转债,300298,三诺生物,113.438,36.4,AA,0.19,0.56,15.29,21.54,2.49,17.02,16.31,-3.72,9.11,14.74,22.58,33.3,2020-09-30,6.14,166.0,5.0,2.5,149.84
128142,新乳转债,002946,新乳业,118.2,41.9,AA,0.17,-0.47,46.57,10.32,1.85,3.7,3.98,-5.91,9.19,-2.96,72.3,15.82,2020-09-30,6.5,133.0,7.18,4.5,160.1
128141,旺能转债,002034,旺能环境,118.0,1.8,AA,0.18,-0.44,11.92,34.5,3.78,20.21,31.73,-10.62,8.18,2.12,56.96,7.4,2020-09-30,1.81,80.0,14.0,20.2,119.8
113614,健20转债,603707,健友股份,122.8,19.1,AA,0.18,-1.28,21.58,18.08,6.13,36.69,28.41,15.77,19.24,12.25,44.41,16.28,2020-09-30,10.69,366.0,7.8,2.2,141.9
123087,明电转债,300739,明阳电路,102.55,10.8,AA-,0.21,3.02,9.61,13.29,1.1,7.16,11.42,-5.39,8.12,1.25,28.97,3.46,2020-09-30,3.13,43.0,6.73,14.5,113.35
123088,威唐转债,300707,威唐工业,93.2,39.0,A+,0.21,4.86,4.18,44.32,0.37,29.84,8.74,-10.08,5.51,25.8,24.79,17.36,2020-09-30,3.21,22.0,3.01,9.2,132.2
113044,大秦转债,601006,大秦铁路,102.42,13.5,AAA,0.18,1.94,526.79,-12.02,89.0,-26.37,16.9,-16.3,7.71,-30.79,15.97,-15.93,2020-09-30,0.88,"1,027",320.0,28.1,115.92
123085,万顺转2,300057,万顺新材,92.663,18.7,AA-,0.23,3.65,36.23,14.63,0.5,-40.63,1.38,-48.31,1.48,-46.18,52.91,5.47,2020-09-30,0.96,33.0,9.0,21.4,111.36
123086,海兰转债,300065,海兰信,103.8,7.1,AA-,0.12,3.14,4.85,-7.38,0.36,-57.42,7.49,-54.02,2.27,-56.93,26.79,31.85,2020-09-30,2.81,42.0,7.3,16.9,110.9
123084,高澜转债,300499,高澜股份,98.0,21.8,A+,0.2,3.99,8.2,43.59,0.44,22.8,5.35,-14.54,5.75,12.75,57.78,21.36,2020-09-30,3.26,25.0,2.8,8.9,119.8
127027,靖远转债,000552,靖远煤电,93.975,11.4,AA+,0.16,3.72,27.32,-6.25,3.82,-0.42,13.97,6.16,4.82,-2.63,26.6,14.92,2020-09-30,0.81,64.0,28.0,36.8,105.38
113043,财通转债,601108,财通证券,108.69,23.8,AAA,0.23,0.24,46.53,40.01,15.14,52.12,32.53,8.65,7.01,41.33,74.55,11.74,2020-09-30,1.93,420.0,38.0,7.9,132.49
123083,朗新转债,300682,朗新科技,113.5,16.0,AA,0.21,0.25,14.35,11.78,1.36,-73.69,9.46,-76.46,2.86,-84.67,15.9,-25.73,2020-09-30,3.26,156.0,8.0,5.0,129.5
127026,超声转债,000823,超声电子,98.151,25.5,AA,0.19,2.56,36.26,2.1,2.1,2.53,5.8,0.35,5.82,-3.48,30.6,2.09,2020-09-30,1.47,54.0,7.0,10.1,123.65
113612,永冠转债,603681,永冠新材,110.85,6.3,AA-,0.21,1.61,17.37,15.44,1.39,28.78,7.98,11.45,9.72,6.35,45.25,74.39,2020-09-30,2.44,36.0,5.2,15.0,117.15
128140,润建转债,002929,润建股份,101.0,10.4,AA,0.23,2.37,28.48,13.32,1.45,-0.37,5.1,-12.07,4.98,-7.78,47.35,29.18,2020-09-30,1.81,54.0,10.9,18.6,111.4
123082,北陆转债,300016,北陆药业,111.147,4.2,A+,0.23,1.64,8.27,1.0,1.75,-48.98,21.12,-49.49,11.49,-55.74,33.55,214.39,2020-12-31,2.9,47.0,5.0,11.4,115.35
123081,精研转债,300709,精研科技,97.8,61.4,AA-,0.25,3.93,11.14,8.14,0.87,-15.14,7.8,-21.53,5.91,-24.04,39.71,25.02,2020-09-30,2.99,45.0,5.7,7.7,159.2
123080,海波转债,300517,海波重科,102.301,9.8,A+,0.25,3.89,4.59,-6.84,0.34,-2.98,7.45,4.05,4.6,-11.71,51.73,4.46,2020-09-30,2.72,21.0,2.45,11.0,112.1
113611,福20转债,603806,福斯特,129.81,23.0,AA,0.25,-2.62,54.69,19.14,8.71,47.06,15.93,23.39,11.94,15.47,11.6,-17.24,2020-09-30,7.5,598.0,17.0,3.0,152.81
113610,灵康转债,603669,灵康药业,101.76,9.6,AA-,0.25,3.17,7.7,-36.44,1.52,1.09,19.79,59.08,11.33,0.35,33.62,-16.06,2020-09-30,4.28,58.0,5.25,8.4,111.36
123079,运达转债,300772,运达股份,119.0,13.6,AA,0.24,-0.59,69.52,156.74,0.66,115.24,0.95,-16.67,4.33,73.2,89.75,5.3,2020-09-30,3.06,47.0,5.77,12.8,132.6
128139,祥鑫转债,002965,祥鑫科技,106.0,6.3,AA-,0.24,2.4,12.94,15.54,1.19,2.04,9.23,-11.67,7.1,-49.18,32.31,-23.19,2020-09-30,3.31,56.0,6.47,11.5,112.3
123078,飞凯转债,300398,飞凯材料,108.351,3.7,AA,0.27,1.1,18.64,23.17,2.3,-9.92,12.33,-26.87,9.03,-18.79,47.3,-0.84,2020-12-31,3.19,84.0,8.2,10.2,112.05
113609,永安转债,603776,永安行,101.03,3.3,AA-,0.25,3.22,6.58,1.08,1.1,1.09,16.67,0.0,3.99,-11.14,29.8,-10.67,2020-09-30,1.34,37.0,8.86,23.2,104.33
123077,汉得转债,300170,汉得信息,96.448,29.7,AA,0.27,4.84,18.62,-16.75,0.41,-51.2,2.2,-41.33,1.31,-53.05,22.9,-16.21,2020-09-30,2.01,64.0,9.37,10.9,126.15
110077,洪城转债,600461,洪城水业,108.74,14.4,AA+,0.26,0.77,46.07,25.42,5.21,48.57,11.31,18.43,10.7,10.65,62.19,0.66,2020-09-30,1.27,64.0,18.0,26.6,123.14
123076,强力转债,300429,强力新材,93.98,53.0,AA-,0.3,4.27,5.69,-12.69,0.86,-34.0,15.16,-24.43,5.06,-37.84,17.58,-1.21,2020-09-30,3.47,60.0,8.5,8.7,146.98
128138,侨银转债,002973,侨银股份,104.12,27.5,AA-,0.24,5.0,21.92,39.26,2.93,194.17,13.37,111.22,24.49,93.75,58.62,-6.9,2020-09-30,6.35,85.0,4.2,4.0,131.62
113608,威派转债,603956,威派格,100.85,22.0,A+,0.32,3.46,5.92,10.98,0.84,16.35,14.14,4.9,7.38,4.09,27.8,51.78,2020-09-30,5.94,68.0,4.2,5.1,122.85
127025,冀东转债,000401,冀东水泥,115.7,16.7,AAA,0.3,-0.89,354.8,2.82,28.5,5.53,8.03,2.55,16.31,-1.15,45.46,-13.44,2020-12-31,1.48,211.0,28.2,13.3,132.4
127024,盈峰转债,000967,盈峰环境,120.8,16.9,AA+,0.3,-0.61,94.55,8.35,8.98,-6.89,9.5,-14.03,5.62,-12.87,38.61,8.91,2020-09-30,1.68,272.0,14.8,5.6,137.7
128137,洁美转债,002859,洁美科技,126.8,9.0,AA-,0.31,-1.4,9.97,52.12,2.12,120.95,21.21,45.27,12.65,109.09,31.86,42.05,2020-09-30,7.59,133.0,6.0,5.3,135.8
128136,立讯转债,002475,立讯精密,112.0,90.3,AA+,0.3,-0.02,595.28,57.33,46.8,62.06,7.86,3.01,20.67,21.3,59.54,4.58,2020-09-30,9.64,"2,417",30.0,0.7,202.3
113041,紫金转债,601899,紫金矿业,159.94,10.5,AAA,0.32,-8.21,1715.01,26.01,65.09,51.93,3.8,20.63,12.19,7.12,59.08,9.61,2020-12-31,5.02,"2,580",60.0,3.4,170.44
110076,华海转债,600521,华海药业,113.7,51.4,AA,0.32,0.22,48.71,21.41,8.41,64.23,17.26,35.27,14.15,22.83,46.72,-9.32,2020-09-30,6.12,379.0,18.4,3.7,165.1
123075,贝斯转债,300580,贝斯特,99.2,31.8,AA-,0.33,2.8,6.73,18.9,1.24,5.64,18.37,-11.17,7.89,-3.66,16.88,5.63,2020-09-30,2.24,36.0,6.0,12.5,131.0
113607,伟20转债,603568,伟明环保,117.19,19.8,AA,0.32,-0.33,21.32,38.61,9.07,21.76,42.56,-12.14,19.52,-11.43,39.83,0.18,2020-09-30,5.39,271.0,12.0,4.3,136.99
113606,荣泰转债,603579,荣泰健康,113.23,16.4,AA-,0.34,1.25,14.05,-13.74,1.6,-23.59,11.36,-11.46,10.15,-24.48,29.13,0.83,2020-09-30,2.86,45.0,6.0,12.9,129.63
123074,隆利转债,300752,隆利科技,115.88,4.8,AA-,0.35,1.24,15.14,27.52,0.46,-34.68,3.04,-48.82,5.59,-36.55,59.43,16.48,2020-09-30,4.5,39.0,3.25,9.2,120.68
123073,同和转债,300636,同和药业,113.685,1.4,A+,0.35,1.36,3.39,20.65,0.6,44.45,17.83,19.74,8.28,34.2,33.21,30.94,2020-09-30,4.54,34.0,3.6,11.8,115.09
127023,华菱转2,000932,华菱钢铁,131.55,-6.1,AAA,0.34,-3.18,831.14,2.43,48.37,39.08,5.82,35.66,15.79,-8.99,58.64,-2.19,2020-09-30,1.41,445.0,40.0,12.6,125.45
113605,大参转债,603233,大参林,125.82,28.0,AA,0.36,-1.6,104.92,30.49,8.67,55.9,8.26,19.36,18.08,7.3,48.07,-12.2,2020-09-30,10.84,543.0,14.1,2.5,153.82
113040,星宇转债,601799,星宇股份,135.21,13.1,AA+,0.35,-3.43,47.48,15.67,7.07,33.05,14.89,15.07,13.82,17.42,40.78,0.02,2020-09-30,9.81,522.0,15.0,3.4,148.31
123071,天能转债,300569,天能重工,99.693,36.2,AA-,0.32,3.62,19.94,34.32,2.51,72.32,12.61,28.28,11.71,46.93,70.04,12.3,2020-09-30,2.61,58.0,7.0,8.9,135.89
123072,乐歌转债,300729,乐歌股份,128.418,166.0,A+,0.36,0.17,12.19,73.05,1.61,320.08,13.24,142.49,18.43,261.37,60.28,29.94,2020-09-30,5.14,49.0,1.42,1.4,294.42
123070,鹏辉转债,300438,鹏辉能源,107.63,37.3,AA,0.38,1.23,24.76,-0.77,1.41,-47.89,5.68,-47.55,5.87,-48.73,54.26,1.44,2020-09-30,2.68,66.0,8.9,10.5,144.93
128135,洽洽转债,002557,洽洽食品,117.01,41.0,AA,0.34,0.49,36.51,13.41,5.3,32.3,14.51,16.64,13.59,13.34,26.91,-2.15,2020-09-30,6.68,256.0,13.4,4.3,158.01
127022,恒逸转债,000703,恒逸石化,142.5,7.8,AA+,0.35,-4.78,613.21,-1.42,30.57,38.09,4.98,39.89,12.72,11.87,67.86,5.4,2020-09-30,2.23,560.0,20.0,4.7,150.3
123069,金诺转债,300505,川金诺,101.02,20.0,AA-,0.38,4.13,7.94,-2.1,0.5,-8.43,6.32,-6.37,5.33,-16.72,36.42,6.54,2020-09-30,2.19,21.0,3.68,14.7,121.02
123068,弘信转债,300657,弘信电子,104.88,17.4,AA-,0.38,2.69,19.12,-1.45,0.68,-51.75,3.56,-51.1,4.74,-75.47,61.01,2.93,2020-09-30,3.85,56.0,5.7,9.0,122.28
110075,南航转债,600029,南方航空,130.43,15.4,AAA,0.38,-3.05,653.5,-43.98,-74.63,-283.01,-11.42,-426.29,-11.2,-278.91,73.36,-0.7,2020-09-30,1.5,"1,081",160.0,16.7,145.83
113604,多伦转债,603528,多伦科技,97.57,30.1,AA-,0.35,3.44,3.84,-13.91,0.56,-48.37,14.58,-40.05,3.49,-50.91,19.98,-20.6,2020-09-30,3.04,49.0,6.4,9.8,127.67
128134,鸿路转债,002541,鸿路钢构,129.95,9.9,AA,0.39,-2.2,95.1,24.46,5.02,48.52,5.28,19.46,9.75,31.76,62.6,2.82,2020-09-30,5.06,271.0,18.8,8.2,139.85
113603,东缆转债,603606,东方电缆,119.6,23.6,AA,0.4,-0.71,35.22,37.15,6.13,102.85,17.41,47.92,25.58,59.18,52.33,6.73,2020-09-30,5.58,151.0,8.0,5.1,143.2
128133,奇正转债,002287,奇正藏药,102.943,32.1,AA,0.4,2.45,10.15,4.56,3.25,17.89,31.98,12.76,13.78,4.95,39.3,82.32,2020-09-30,5.18,124.0,8.0,5.0,135.04
123067,斯莱转债,300382,斯莱克,109.5,15.9,AA-,0.44,1.91,6.06,6.15,0.58,-34.7,9.5,-38.47,5.81,-33.83,49.53,6.67,2020-09-30,4.9,50.0,3.88,7.3,125.4
123066,赛意转债,300687,赛意信息,122.0,8.3,A+,0.44,-0.09,9.59,26.26,1.1,111.66,11.43,67.6,10.67,81.77,43.88,87.31,2020-09-30,5.83,55.0,3.2,6.5,130.3
128132,交建转债,002941,新疆交建,91.287,59.2,AA,0.43,4.78,39.17,2.13,0.83,42.58,2.11,39.74,3.37,32.16,74.25,-4.65,2020-09-30,2.84,69.0,8.5,7.1,150.49
128131,崇达转2,002815,崇达技术,100.201,59.4,AA,0.48,2.64,32.92,18.55,3.75,-3.9,11.4,-18.92,9.51,-27.07,43.11,29.59,2020-09-30,2.71,108.0,14.0,8.1,159.6
123065,宝莱转债,300246,宝莱特,104.1,76.8,AA-,0.49,2.92,11.02,80.85,3.15,467.77,28.59,213.83,45.77,379.77,36.4,-20.75,2020-09-30,4.19,35.0,2.19,3.7,180.9
123064,万孚转债,300482,万孚生物,115.25,40.6,AA,0.5,-0.02,21.73,52.6,5.66,95.04,26.04,27.77,22.85,61.26,28.41,65.35,2020-09-30,9.7,263.0,6.0,1.9,155.85
128130,景兴转债,002067,景兴纸业,116.995,1.5,AA,0.51,-0.31,34.78,-10.56,2.03,33.91,5.85,49.62,4.57,28.73,30.92,4.25,2020-09-30,0.97,44.0,11.9,31.4,118.5
128129,青农转债,002958,青农商行,105.043,34.6,AAA,0.51,1.24,70.66,7.39,24.73,4.91,35.0,-2.32,9.78,-6.79,93.09,0.63,2020-09-30,0.97,249.0,50.0,15.7,139.64
113602,景20转债,603228,景旺电子,115.01,20.2,AA,0.5,-0.28,49.27,8.65,6.85,8.51,13.89,-0.14,12.02,-10.03,42.79,25.66,2020-09-30,3.77,226.0,17.8,7.5,135.21
113039,嘉泽转债,601619,嘉泽新能,106.05,2.0,AA,0.51,1.22,8.0,-4.64,1.93,-17.78,24.11,-13.8,5.65,-34.61,69.62,1.62,2020-09-30,2.24,77.0,13.0,17.5,108.05
113601,塞力转债,603716,塞力医疗,97.3,15.6,AA-,0.52,4.26,13.57,3.6,0.29,-67.77,2.11,-68.88,1.9,-64.75,52.11,22.25,2020-09-30,1.93,29.0,5.43,15.6,112.9
128128,齐翔转2,002408,齐翔腾达,110.601,2.8,AA,0.52,0.79,163.33,-32.07,7.87,50.28,4.82,121.1,9.87,41.0,50.32,22.05,2020-09-30,1.91,162.0,17.6,11.6,113.4
128127,文科转债,002775,文科园林,97.499,6.4,AA-,0.53,4.22,20.1,-8.3,1.38,-29.52,6.88,-23.21,5.39,-30.45,49.72,27.1,2020-09-30,0.95,25.0,9.5,34.5,103.9
110074,精达转债,600577,精达股份,107.56,9.3,AA,0.5,1.65,124.47,3.75,4.19,-4.29,3.37,-7.67,11.48,-12.03,52.21,53.21,2020-12-31,1.92,71.0,7.87,10.9,116.86
110072,广汇转债,600297,广汇汽车,84.95,27.7,AA+,0.52,5.77,1082.22,-11.42,13.12,-41.6,1.21,-34.24,3.37,-44.11,65.66,2.02,2020-09-30,0.55,217.0,33.7,10.3,112.65
113600,新星转债,603978,深圳新星,96.1,23.8,AA-,0.53,5.26,7.22,-7.05,0.28,-62.95,3.92,-60.08,1.86,-64.71,39.55,40.4,2020-09-30,1.94,30.0,5.95,15.6,119.9
127021,特发转2,000070,特发信息,100.1,76.1,AA,0.55,2.91,24.49,-19.68,-0.16,-116.69,-0.65,-120.83,-0.55,-114.18,64.42,15.76,2020-09-30,2.02,58.0,5.5,5.4,176.2
128126,赣锋转2,002460,赣锋锂业,158.695,2.0,AA,0.54,-6.51,38.93,-7.54,3.3,0.4,8.49,8.57,3.54,-12.59,43.93,5.69,2020-09-30,13.46,"1,271",20.4,2.5,160.7
113599,嘉友转债,603871,嘉友国际,102.88,18.0,AA-,0.54,3.93,24.3,-22.24,2.83,1.03,11.63,29.94,14.0,-14.06,34.0,37.42,2020-09-30,2.39,48.0,7.2,13.2,120.88
113038,隆20转债,601012,隆基股份,148.91,-0.3,AAA,0.54,-5.29,338.32,49.08,63.57,82.44,18.79,22.41,20.8,22.07,58.22,13.41,2020-09-30,9.13,"2,963",17.5,0.9,148.61
113598,法兰转债,603966,法兰泰克,123.2,-0.5,AA-,0.58,-0.31,8.84,12.49,1.18,51.77,13.32,34.95,10.88,29.52,58.18,-0.88,2020-09-30,3.25,36.0,2.98,10.2,122.7
128125,华阳转债,002949,华阳国际,105.2,31.3,AA-,0.59,2.3,11.26,42.95,1.1,22.74,9.76,-14.16,9.19,0.66,48.92,43.63,2020-09-30,3.32,40.0,4.5,8.9,136.5
113597,佳力转债,603912,佳力图,99.21,64.1,AA-,0.59,4.44,4.48,-10.94,0.83,9.35,18.52,22.81,9.28,-9.02,42.23,7.15,2020-09-30,3.54,31.0,3.0,5.9,163.31
123063,大禹转债,300021,大禹节水,110.68,4.1,AA-,0.59,2.59,11.06,-15.89,0.48,-42.53,4.36,-31.66,3.25,-42.48,62.43,4.33,2020-09-30,2.9,42.0,6.38,16.2,114.78
128124,科华转债,002022,科华生物,96.7,38.8,AA,0.59,2.54,25.67,45.3,4.02,92.9,15.65,32.74,15.54,69.28,35.28,32.1,2020-09-30,2.68,77.0,7.38,6.7,135.5
113596,城地转债,603887,城地香江,88.39,76.7,AA-,0.59,4.9,25.37,25.54,2.83,13.57,11.17,-9.55,8.14,-41.56,51.45,9.73,2020-09-30,1.52,55.0,12.0,10.9,165.09
123062,三超转债,300554,三超新材,106.606,14.5,A,0.6,2.25,1.96,17.75,0.24,93.35,12.08,64.13,4.53,85.66,37.34,-17.77,2020-09-30,2.87,15.0,1.95,12.1,121.11
128123,国光转债,002749,国光股份,107.358,25.5,AA-,0.59,1.53,8.66,9.11,1.97,9.07,22.79,-0.04,16.83,-5.45,24.63,114.55,2020-09-30,4.11,50.0,3.2,5.4,132.86
110073,国投转债,600061,国投资本,105.55,31.4,AAA,0.59,0.87,98.23,19.71,35.52,44.65,36.16,20.82,8.8,34.35,78.39,2.6,2020-09-30,1.24,518.0,80.0,12.4,136.95
128122,兴森转债,002436,兴森科技,102.6,54.3,AA,0.6,2.35,30.08,9.35,4.57,98.11,15.2,81.17,15.38,73.79,43.82,-1.54,2020-09-30,4.44,140.0,2.69,1.3,156.9
113037,紫银转债,601860,紫金银行,102.41,25.1,AA+,0.6,2.38,35.03,-2.23,11.59,1.83,33.07,4.16,8.23,-6.05,93.29,-0.02,2020-09-30,1.01,142.0,45.0,25.9,127.51
123061,航新转债,300424,航新科技,101.866,20.7,A+,0.59,3.98,8.34,-14.05,0.21,-59.91,2.54,-53.39,2.01,-62.71,55.98,-2.72,2020-09-30,2.75,30.0,2.5,7.0,122.57
123060,苏试转债,300416,苏试试验,116.522,20.9,AA-,0.6,0.18,11.85,50.34,1.23,41.37,10.42,-5.96,13.31,21.0,55.99,-4.13,2020-12-31,4.84,47.0,3.1,6.4,137.42
113595,花王转债,603007,花王股份,97.36,19.8,AA-,0.59,4.96,3.95,-50.3,0.06,-92.19,1.52,-84.31,0.53,-92.37,68.31,3.52,2020-09-30,1.7,19.0,3.3,14.2,117.16
113594,淳中转债,603516,淳中科技,111.94,22.6,A+,0.57,1.57,4.83,29.99,1.28,12.32,26.58,-13.62,13.97,-3.32,26.05,126.53,2020-12-31,5.04,48.0,3.0,5.7,134.54
127020,中金转债,000060,中金岭南,108.6,12.7,AA+,0.61,0.88,219.19,26.21,6.26,-1.62,2.85,-22.13,5.62,-7.11,47.62,3.7,2020-09-30,1.44,162.0,38.0,22.6,121.3
113593,沪工转债,603131,上海沪工,104.63,15.3,A+,0.62,2.93,6.18,11.82,0.54,30.52,8.76,16.8,4.36,15.65,42.25,113.18,2020-09-30,4.99,62.0,4.0,5.9,119.93
128120,联诚转债,002921,联诚精密,100.1,17.5,A,0.6,3.29,9.13,22.02,0.72,55.36,7.88,27.3,9.39,39.11,43.75,-0.89,2020-12-31,2.22,17.0,2.6,13.1,117.6
128121,宏川转债,002930,宏川智慧,109.7,27.3,AA-,0.62,0.62,5.98,65.78,1.61,37.14,26.98,-17.29,8.4,27.85,62.89,76.86,2020-09-30,4.03,77.0,6.7,7.5,137.0
